97
(28.0, 0.2, 34.8)/(0.0, 1.0, 0.0, 0.0)
(28.0, 0.2, 34.7)/(0.0, 1.0, 0.0, 0.0)
(28.0, 0.2, 31.6)/(0.0, 1.0, 0.0, 0.0)
(28.0, 0.2, 27.5)/(0.0, 1.0, 0.0, 0.0)
(28.0, 0.2, 23.0)/(0.0, 1.0, 0.0, 0.0)
(28.0, 0.2, 18.2)/(0.0, 1.0, 0.0, 0.0)
(28.0, 0.2, 13.1)/(0.0, 1.0, 0.0, 0.0)
(28.0, 0.2, 7.9)/(0.0, 1.0, 0.0, 0.0)
(28.0, 0.2, 2.5)/(0.0, 1.0, 0.0, 0.0)
(27.0, 0.2, -2.7)/(0.0, 1.0, 0.0, -0.2)
(22.6, 0.3, -5.7)/(0.0, 0.8, 0.0, -0.5)
(16.8, 0.1, -5.8)/(0.0, 0.7, 0.0, -0.7)
(10.9, 0.2, -5.6)/(0.0, 0.7, 0.0, -0.7)
(5.1, 0.2, -5.5)/(0.0, 0.7, 0.0, -0.7)
(-0.4, 0.2, -5.8)/(0.0, 0.7, 0.0, -0.7)
(-6.2, 0.2, -6.0)/(0.0, 0.7, 0.0, -0.7)
(-12.5, 0.3, -6.0)/(-0.1, 0.7, -0.1, -0.7)
(-18.2, 0.2, -4.3)/(0.0, 0.5, 0.0, -0.8)
(-22.8, 0.2, 0.0)/(0.0, 0.3, 0.0, -1.0)
(-24.4, 0.2, 8.2)/(0.0, 0.1, 0.0, -1.0)
(-24.4, 0.2, 17.4)/(0.0, 0.0, 0.0, -1.0)
(-24.0, 0.2, 25.7)/(0.0, 0.0, 0.0, -1.0)
(-23.1, 0.2, 32.9)/(0.0, -0.2, 0.0, -1.0)
(-18.0, 0.2, 36.3)/(0.0, -0.6, 0.0, -0.8)
(-12.6, 0.2, 36.0)/(0.0, -0.7, 0.0, -0.7)
(-7.5, 0.2, 37.0)/(0.0, -0.6, 0.0, -0.8)
(-4.7, 0.2, 41.4)/(0.0, -0.2, 0.0, -1.0)
(-5.6, 0.2, 46.7)/(0.0, 0.1, 0.0, -1.0)
(-7.1, 0.2, 51.8)/(0.0, 0.1, 0.0, -1.0)
(-8.3, 0.2, 57.0)/(0.0, 0.1, 0.0, -1.0)
(-7.6, 0.2, 61.7)/(0.0, -0.1, 0.0, -1.0)
(-4.9, 0.2, 64.8)/(0.0, -0.4, 0.0, -0.9)
(-1.5, 0.2, 65.7)/(0.0, -0.6, 0.0, -0.8)
(1.4, 0.2, 65.5)/(0.0, -0.7, 0.0, -0.7)
(3.2, 0.3, 65.5)/(0.0, -0.7, 0.0, -0.7)
(3.2, 0.3, 65.5)/(0.0, -0.7, 0.0, -0.7)
(0.1, 0.2, 65.5)/(0.0, -0.7, 0.0, -0.7)
(-2.7, 0.2, 65.6)/(0.0, -0.7, 0.0, -0.7)
(-5.3, 0.2, 65.5)/(0.0, -0.7, 0.0, -0.7)
(-7.5, 0.2, 65.3)/(0.0, -0.7, 0.0, -0.7)
(-9.5, 0.2, 65.1)/(0.0, -0.7, 0.0, -0.7)
(-11.3, 0.2, 65.0)/(0.0, -0.7, 0.0, -0.7)
(-12.9, 0.2, 65.0)/(0.0, -0.7, 0.0, -0.7)
(-13.5, 0.2, 65.0)/(0.0, -0.7, 0.0, -0.7)
(-13.4, 0.2, 65.0)/(0.0, -0.7, 0.0, -0.7)
(-13.4, 0.2, 65.0)/(0.0, -0.7, 0.0, -0.7)
(-13.4, 0.2, 65.0)/(0.0, -0.7, 0.0, -0.7)
(-13.4, 0.2, 65.0)/(0.0, -0.7, 0.0, -0.7)
(-13.4, 0.2, 65.0)/(0.0, -0.7, 0.0, -0.7)
(-13.4, 0.2, 65.0)/(0.0, -0.7, 0.0, -0.7)
(-13.4, 0.2, 65.0)/(0.0, -0.7, 0.0, -0.7)
(-13.4, 0.2, 65.0)/(0.0, -0.7, 0.0, -0.7)
(-13.4, 0.2, 65.0)/(0.0, -0.7, 0.0, -0.7)
(-13.4, 0.2, 65.0)/(0.0, -0.7, 0.0, -0.7)
(-13.4, 0.2, 65.0)/(0.0, -0.7, 0.0, -0.7)
(-13.4, 0.2, 65.0)/(0.0, -0.7, 0.0, -0.7)
(-13.4, 0.2, 65.0)/(0.0, -0.7, 0.0, -0.7)
(-13.4, 0.2, 64.9)/(0.0, -0.7, 0.0, -0.7)
(-13.4, 0.2, 64.9)/(0.0, -0.7, 0.0, -0.7)
(-13.4, 0.2, 64.9)/(0.0, -0.7, 0.0, -0.7)
(-13.4, 0.2, 64.9)/(0.0, -0.7, 0.0, -0.7)
(-13.6, 0.2, 64.9)/(0.0, -0.7, 0.0, -0.7)
(-11.4, 0.2, 64.7)/(0.0, -0.8, 0.0, -0.7)
(-8.6, 0.2, 62.6)/(0.0, -0.9, 0.0, -0.4)
(-7.1, 0.2, 58.5)/(0.0, -1.0, 0.0, -0.1)
(-7.1, 0.2, 53.8)/(0.0, -1.0, 0.0, 0.0)
(-6.9, 0.2, 48.8)/(0.0, -1.0, 0.0, 0.0)
(-7.7, 0.2, 43.7)/(0.0, -1.0, 0.0, 0.1)
(-11.1, 0.2, 40.7)/(0.0, -0.9, 0.0, 0.5)
(-15.2, 0.2, 40.0)/(0.0, -0.8, 0.0, 0.6)
(-20.0, 0.2, 39.1)/(0.0, -0.8, 0.0, 0.6)
(-24.0, 0.2, 36.2)/(0.0, -0.9, 0.0, 0.4)
(-26.9, 0.2, 30.7)/(0.0, -1.0, 0.0, 0.2)
(-28.3, 0.2, 24.5)/(0.0, -1.0, 0.0, 0.1)
(-28.5, 0.2, 18.6)/(0.0, -1.0, 0.0, 0.0)
(-28.4, 0.2, 13.2)/(0.0, -1.0, 0.0, 0.0)
(-28.3, 0.2, 7.7)/(0.0, -1.0, 0.0, 0.0)
