114
(-82.4, 0.2, 12.0)/(0.0, 0.7, 0.0, 0.7)
(-82.4, 0.2, 12.0)/(0.0, 0.7, 0.0, 0.7)
(-82.4, 0.2, 12.0)/(0.0, 0.7, 0.0, 0.7)
(-82.4, 0.2, 12.0)/(0.0, 0.7, 0.0, 0.7)
(-82.4, 0.2, 12.0)/(0.0, 0.7, 0.0, 0.7)
(-82.4, 0.2, 12.0)/(0.0, 0.7, 0.0, 0.7)
(-82.4, 0.2, 12.0)/(0.0, 0.7, 0.0, 0.7)
(-81.9, 0.2, 12.1)/(0.0, 0.7, 0.0, 0.7)
(-80.3, 0.2, 12.9)/(0.0, 0.6, 0.0, 0.8)
(-78.2, 0.3, 15.0)/(0.0, 0.4, 0.0, 0.9)
(-74.9, 0.4, 19.7)/(0.0, 0.4, 0.0, 0.9)
(-69.1, 0.4, 23.5)/(0.0, 0.5, 0.0, 0.9)
(-62.7, 0.4, 24.6)/(0.0, 0.7, 0.0, 0.8)
(-56.7, 0.3, 24.3)/(0.0, 0.8, 0.0, 0.6)
(-52.0, 0.2, 21.8)/(0.0, 0.9, 0.0, 0.5)
(-47.4, 0.2, 19.2)/(0.0, 0.9, 0.0, 0.5)
(-42.4, 0.2, 18.3)/(0.0, 0.7, 0.0, 0.7)
(-37.8, 0.2, 18.6)/(0.0, 0.7, 0.0, 0.7)
(-33.7, 0.2, 18.5)/(0.0, 0.7, 0.0, 0.7)
(-30.7, 0.2, 16.6)/(0.0, 0.9, 0.0, 0.5)
(-29.2, 0.2, 13.6)/(0.0, 1.0, 0.0, 0.2)
(-29.0, 0.2, 9.7)/(0.0, 1.0, 0.0, 0.0)
(-28.8, 0.2, 5.4)/(0.0, 1.0, 0.0, 0.0)
(-30.3, 0.2, 1.5)/(0.0, 1.0, 0.0, -0.2)
(-33.2, 0.2, -4.3)/(0.0, 1.0, 0.0, -0.2)
(-33.5, 0.2, -10.9)/(0.0, 1.0, 0.0, 0.1)
(-28.2, 0.2, -14.7)/(0.0, 0.8, 0.0, 0.6)
(-21.3, 0.2, -12.5)/(0.0, 0.5, 0.0, 0.9)
(-15.8, 0.2, -10.1)/(0.0, 0.6, 0.0, 0.8)
(-10.4, 0.2, -8.9)/(0.0, 0.6, 0.0, 0.8)
(-6.0, 0.2, -10.3)/(0.0, 0.8, 0.0, 0.5)
(-3.8, 0.2, -13.7)/(0.0, 1.0, 0.0, 0.2)
(-3.8, 0.2, -17.1)/(0.0, 1.0, 0.0, 0.0)
(-4.0, 0.2, -20.0)/(0.0, 1.0, 0.0, 0.0)
